procedure	provider	city	region	district	price_inr	rating	phone
CBC Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	341	4.2	+91-9375984041
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	745	4.2	+91-9375984041
CT Scan Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	4286	4.2	+91-9375984041
CT Scan Chest	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	4564	4.2	+91-9375984041
Chest X-Ray	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	541	4.2	+91-9375984041
Dengue Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	589	4.2	+91-9375984041
ECG	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	470	4.2	+91-9375984041
HbA1c Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	477	4.2	+91-9375984041
Kidney Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	583	4.2	+91-9375984041
Lipid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	624	4.2	+91-9375984041
Liver Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	648	4.2	+91-9375984041
MRI Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	4872	4.2	+91-9375984041
MRI Spine	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	5742	4.2	+91-9375984041
Mammography	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	1816	4.2	+91-9375984041
Thyroid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	628	4.2	+91-9375984041
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	1892	4.2	+91-9375984041
Urine Routine Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	182	4.2	+91-9375984041
Vitamin D Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bahadurpura	940	4.2	+91-9375984041
2D Echo	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	2193	4.9	+91-8586072725
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	189	4.9	+91-8586072725
CBC Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	365	4.9	+91-8586072725
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	720	4.9	+91-8586072725
CT Scan Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	4193	4.9	+91-8586072725
CT Scan Chest	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	4974	4.9	+91-8586072725
Chest X-Ray	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	509	4.9	+91-8586072725
Dengue Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	711	4.9	+91-8586072725
ECG	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	491	4.9	+91-8586072725
HbA1c Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	496	4.9	+91-8586072725
Kidney Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	672	4.9	+91-8586072725
Lipid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	723	4.9	+91-8586072725
Liver Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	730	4.9	+91-8586072725
MRI Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	5063	4.9	+91-8586072725
MRI Spine	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	5612	4.9	+91-8586072725
Mammography	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	2142	4.9	+91-8586072725
Thyroid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	600	4.9	+91-8586072725
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	1578	4.9	+91-8586072725
Urine Routine Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	218	4.9	+91-8586072725
Vitamin D Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	1121	4.9	+91-8586072725
2D Echo	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	2349	3.3	+91-9142358399
Blood Sugar Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	197	3.3	+91-9142358399
CBC Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	346	3.3	+91-9142358399
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	819	3.3	+91-9142358399
CT Scan Brain	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	3698	3.3	+91-9142358399
CT Scan Chest	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	4654	3.3	+91-9142358399
Chest X-Ray	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	566	3.3	+91-9142358399
Dengue Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	642	3.3	+91-9142358399
ECG	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	489	3.3	+91-9142358399
HbA1c Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	391	3.3	+91-9142358399
Kidney Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	644	3.3	+91-9142358399
Lipid Profile	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	756	3.3	+91-9142358399
Liver Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	778	3.3	+91-9142358399
MRI Brain	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	5987	3.3	+91-9142358399
MRI Spine	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	6254	3.3	+91-9142358399
Mammography	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	2099	3.3	+91-9142358399
Thyroid Profile	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	553	3.3	+91-9142358399
Ultrasound Abdomen	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	1876	3.3	+91-9142358399
Urine Routine Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	185	3.3	+91-9142358399
Vitamin D Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bahadurpura	1069	3.3	+91-9142358399
2D Echo	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	2171	3.6	+91-9969625385
Blood Sugar Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	195	3.6	+91-9969625385
CBC Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	376	3.6	+91-9969625385
COVID-19 RT-PCR	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	906	3.6	+91-9969625385
CT Scan Brain	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	3987	3.6	+91-9969625385
CT Scan Chest	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	4259	3.6	+91-9969625385
Chest X-Ray	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	522	3.6	+91-9969625385
Dengue Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	744	3.6	+91-9969625385
ECG	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	440	3.6	+91-9969625385
HbA1c Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	421	3.6	+91-9969625385
Kidney Function Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	779	3.6	+91-9969625385
Lipid Profile	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	719	3.6	+91-9969625385
Liver Function Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	759	3.6	+91-9969625385
MRI Brain	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	4951	3.6	+91-9969625385
MRI Spine	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	6881	3.6	+91-9969625385
Mammography	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	1668	3.6	+91-9969625385
Thyroid Profile	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	614	3.6	+91-9969625385
Ultrasound Abdomen	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	1726	3.6	+91-9969625385
Urine Routine Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	220	3.6	+91-9969625385
Vitamin D Test	Sunrise Medical Center	Hyderabad	Hyderabad District	Bahadurpura	1094	3.6	+91-9969625385
2D Echo	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	2056	3.7	+91-8278780852
Blood Sugar Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	204	3.7	+91-8278780852
CBC Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	330	3.7	+91-8278780852
COVID-19 RT-PCR	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	709	3.7	+91-8278780852
CT Scan Brain	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	3723	3.7	+91-8278780852
CT Scan Chest	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	5046	3.7	+91-8278780852
Chest X-Ray	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	566	3.7	+91-8278780852
Dengue Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	594	3.7	+91-8278780852
ECG	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	387	3.7	+91-8278780852
HbA1c Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	412	3.7	+91-8278780852
Kidney Function Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	641	3.7	+91-8278780852
Lipid Profile	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	577	3.7	+91-8278780852
Liver Function Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	832	3.7	+91-8278780852
MRI Brain	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	5525	3.7	+91-8278780852
MRI Spine	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	6418	3.7	+91-8278780852
Mammography	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	1832	3.7	+91-8278780852
Thyroid Profile	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	591	3.7	+91-8278780852
Ultrasound Abdomen	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	1600	3.7	+91-8278780852
Urine Routine Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	188	3.7	+91-8278780852
Vitamin D Test	WellLife Diagnostics	Hyderabad	Hyderabad District	Bahadurpura	900	3.7	+91-8278780852
2D Echo	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	2399	3.6	+91-7085093116
Blood Sugar Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	175	3.6	+91-7085093116
CBC Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	400	3.6	+91-7085093116
COVID-19 RT-PCR	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	790	3.6	+91-7085093116
CT Scan Brain	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	4015	3.6	+91-7085093116
CT Scan Chest	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	4546	3.6	+91-7085093116
Chest X-Ray	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	581	3.6	+91-7085093116
Dengue Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	617	3.6	+91-7085093116
ECG	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	440	3.6	+91-7085093116
HbA1c Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	438	3.6	+91-7085093116
Kidney Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	746	3.6	+91-7085093116
Lipid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	639	3.6	+91-7085093116
Liver Function Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	673	3.6	+91-7085093116
MRI Brain	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	5636	3.6	+91-7085093116
MRI Spine	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	6836	3.6	+91-7085093116
Mammography	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	1696	3.6	+91-7085093116
Thyroid Profile	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	604	3.6	+91-7085093116
Ultrasound Abdomen	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	1454	3.6	+91-7085093116
Urine Routine Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	218	3.6	+91-7085093116
Vitamin D Test	Apollo Care Center	Hyderabad	Hyderabad District	Bandlaguda	1170	3.6	+91-7085093116
2D Echo	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	2523	3.7	+91-7012659542
Blood Sugar Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	222	3.7	+91-7012659542
CBC Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	416	3.7	+91-7012659542
COVID-19 RT-PCR	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	843	3.7	+91-7012659542
CT Scan Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	3802	3.7	+91-7012659542
CT Scan Chest	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	4848	3.7	+91-7012659542
Chest X-Ray	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	564	3.7	+91-7012659542
Dengue Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	633	3.7	+91-7012659542
ECG	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	435	3.7	+91-7012659542
HbA1c Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	410	3.7	+91-7012659542
Kidney Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	733	3.7	+91-7012659542
Lipid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	772	3.7	+91-7012659542
Liver Function Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	727	3.7	+91-7012659542
MRI Brain	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	5092	3.7	+91-7012659542
MRI Spine	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	5708	3.7	+91-7012659542
Mammography	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	1902	3.7	+91-7012659542
Thyroid Profile	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	547	3.7	+91-7012659542
Ultrasound Abdomen	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	1921	3.7	+91-7012659542
Urine Routine Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	175	3.7	+91-7012659542
Vitamin D Test	CarePoint Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	962	3.7	+91-7012659542
2D Echo	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	2483	3.2	+91-9123330383
Blood Sugar Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	180	3.2	+91-9123330383
CBC Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	318	3.2	+91-9123330383
COVID-19 RT-PCR	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	799	3.2	+91-9123330383
CT Scan Brain	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	3870	3.2	+91-9123330383
CT Scan Chest	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	5121	3.2	+91-9123330383
Chest X-Ray	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	445	3.2	+91-9123330383
Dengue Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	572	3.2	+91-9123330383
ECG	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	403	3.2	+91-9123330383
HbA1c Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	420	3.2	+91-9123330383
Kidney Function Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	629	3.2	+91-9123330383
Lipid Profile	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	717	3.2	+91-9123330383
Liver Function Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	776	3.2	+91-9123330383
MRI Brain	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	5188	3.2	+91-9123330383
MRI Spine	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	5672	3.2	+91-9123330383
Mammography	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	1818	3.2	+91-9123330383
Thyroid Profile	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	526	3.2	+91-9123330383
Ultrasound Abdomen	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	1813	3.2	+91-9123330383
Urine Routine Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	191	3.2	+91-9123330383
Vitamin D Test	CityCare Hospital	Hyderabad	Hyderabad District	Bandlaguda	1036	3.2	+91-9123330383
2D Echo	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	2283	4.6	+91-8571144139
Blood Sugar Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	193	4.6	+91-8571144139
CBC Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	416	4.6	+91-8571144139
COVID-19 RT-PCR	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	848	4.6	+91-8571144139
CT Scan Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	4082	4.6	+91-8571144139
CT Scan Chest	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	4003	4.6	+91-8571144139
Chest X-Ray	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	574	4.6	+91-8571144139
Dengue Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	629	4.6	+91-8571144139
ECG	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	408	4.6	+91-8571144139
HbA1c Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	409	4.6	+91-8571144139
Kidney Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	744	4.6	+91-8571144139
Lipid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	769	4.6	+91-8571144139
Liver Function Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	822	4.6	+91-8571144139
MRI Brain	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	6121	4.6	+91-8571144139
MRI Spine	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	6804	4.6	+91-8571144139
Mammography	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	1687	4.6	+91-8571144139
Thyroid Profile	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	658	4.6	+91-8571144139
Ultrasound Abdomen	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	1881	4.6	+91-8571144139
Urine Routine Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	225	4.6	+91-8571144139
Vitamin D Test	HealthPlus Labs	Hyderabad	Hyderabad District	Bandlaguda	1145	4.6	+91-8571144139
2D Echo	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	2366	3.9	+91-7807965238
Blood Sugar Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	179	3.9	+91-7807965238
CBC Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	328	3.9	+91-7807965238
COVID-19 RT-PCR	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	765	3.9	+91-7807965238
CT Scan Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	3502	3.9	+91-7807965238
CT Scan Chest	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	5066	3.9	+91-7807965238
Chest X-Ray	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	520	3.9	+91-7807965238
Dengue Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	675	3.9	+91-7807965238
ECG	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	512	3.9	+91-7807965238
HbA1c Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	427	3.9	+91-7807965238
Kidney Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	690	3.9	+91-7807965238
Lipid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	602	3.9	+91-7807965238
Liver Function Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	816	3.9	+91-7807965238
MRI Brain	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	4810	3.9	+91-7807965238
MRI Spine	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	6867	3.9	+91-7807965238
Mammography	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	2147	3.9	+91-7807965238
Thyroid Profile	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	640	3.9	+91-7807965238
Ultrasound Abdomen	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	1472	3.9	+91-7807965238
Urine Routine Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	188	3.9	+91-7807965238
Vitamin D Test	MediCare Diagnostics	Hyderabad	Hyderabad District	Bandlaguda	1087	3.9	+91-7807965238
2D Echo	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	2006	3.2	+91-8573171428
Blood Sugar Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	214	3.2	+91-8573171428
CBC Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	370	3.2	+91-8573171428
COVID-19 RT-PCR	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	810	3.2	+91-8573171428
CT Scan Brain	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	3230	3.2	+91-8573171428
CT Scan Chest	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	4134	3.2	+91-8573171428
Chest X-Ray	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	470	3.2	+91-8573171428
Dengue Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	684	3.2	+91-8573171428
ECG	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	483	3.2	+91-8573171428
HbA1c Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	451	3.2	+91-8573171428
Kidney Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	588	3.2	+91-8573171428
Lipid Profile	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	655	3.2	+91-8573171428
Liver Function Test	Prime Health Hospital	Hyderabad	Hyderabad District	Bandlaguda	754	3.2	+91-8573171428
